year,month,state,district,avg_temp_celsius,avg_rainfall_mm
2019,2,Maharashtra,Nagpur,19.68,29.11
2019,3,Maharashtra,Nagpur,26.31,43.71
2019,4,Maharashtra,Nagpur,31.42,43.12
2019,5,Maharashtra,Nagpur,28.4,45.63
2019,6,Maharashtra,Nagpur,32.09,311.2
2019,7,Maharashtra,Nagpur,28.04,158.63
2019,8,Maharashtra,Nagpur,32.53,139.62
2019,9,Maharashtra,Nagpur,30.14,303.33
2019,10,Maharashtra,Nagpur,31.04,32.66
2019,11,Maharashtra,Nagpur,29.01,28.26
2019,12,Maharashtra,Nagpur,19.66,11.87
2019,1,Maharashtra,Aurangabad,17.74,42.18
2019,2,Maharashtra,Aurangabad,17.42,47.72
2019,3,Maharashtra,Aurangabad,31.18,11.61
2019,4,Maharashtra,Aurangabad,31.43,36.63
2019,5,Maharashtra,Aurangabad,34.25,28.57
2019,6,Maharashtra,Aurangabad,31.78,122.39
2019,7,Maharashtra,Aurangabad,34.08,302.7
2019,8,Maharashtra,Aurangabad,32.13,196.62
2019,9,Maharashtra,Aurangabad,31.79,135.49
2019,10,Maharashtra,Aurangabad,26.62,29.76
2019,11,Maharashtra,Aurangabad,27.72,19.64
2019,12,Maharashtra,Aurangabad,16.55,41.85
2019,1,Maharashtra,Satara,18.48,16.48
2019,2,Maharashtra,Satara,20.5,47.84
2019,3,Maharashtra,Satara,30.56,44.67
2019,4,Maharashtra,Satara,29.98,49.66
2019,5,Maharashtra,Satara,30.41,22.7
2019,6,Maharashtra,Satara,32.58,322.09
2019,7,Maharashtra,Satara,28.31,203.77
2019,8,Maharashtra,Satara,34.51,185.62
2019,9,Maharashtra,Satara,28.84,101.17
2019,10,Maharashtra,Satara,31.59,35.92
2019,11,Maharashtra,Satara,30.26,34.64
2019,12,Maharashtra,Satara,20.07,45.87
2020,1,Punjab,Amritsar,19.37,16.17
2020,2,Punjab,Amritsar,18.94,19.95
2020,3,Punjab,Amritsar,31.71,36.7
2020,4,Punjab,Amritsar,31.27,26.45
2020,5,Punjab,Amritsar,30.64,27.3
2020,6,Punjab,Amritsar,29.39,192.22
2020,7,Punjab,Amritsar,29.29,332.42
2020,8,Punjab,Amritsar,30.97,273.59
2020,9,Punjab,Amritsar,28.57,296.85
2020,10,Punjab,Amritsar,31.87,36.95
2020,11,Punjab,Amritsar,29.18,30.71
2020,12,Punjab,Amritsar,21.83,26.72
2020,1,Punjab,Ludhiana,19.85,13.53
2020,2,Punjab,Ludhiana,17.99,27.81
2020,3,Punjab,Ludhiana,25.99,29.6
2020,4,Punjab,Ludhiana,28.32,38.76
2020,5,Punjab,Ludhiana,32.15,24.58
2020,6,Punjab,Ludhiana,28.88,119.06
2020,7,Punjab,Ludhiana,28.04,307.72
2020,8,Punjab,Ludhiana,29.65,275.35
2020,9,Punjab,Ludhiana,34.78,348.76
2020,10,Punjab,Ludhiana,25.04,26.01
2020,11,Punjab,Ludhiana,28.93,25.72
2020,12,Punjab,Ludhiana,16.68,32.56
2020,1,Punjab,Jalandhar,15.39,27.56
2020,2,Punjab,Jalandhar,17.43,30.74
2020,3,Punjab,Jalandhar,27.84,31.19
2020,4,Punjab,Jalandhar,30.86,22.52
2020,5,Punjab,Jalandhar,31.96,34.77
2020,6,Punjab,Jalandhar,34.78,283.57
2020,7,Punjab,Jalandhar,29.17,157.56
2020,8,Punjab,Jalandhar,29.23,203.03
2020,9,Punjab,Jalandhar,32.76,175.35
2020,10,Punjab,Jalandhar,31.92,13.85
2020,11,Punjab,Jalandhar,30.51,26.54
2020,12,Punjab,Jalandhar,16.36,35.87
2020,1,Punjab,Patiala,18.2,47.11
2020,2,Punjab,Patiala,21.57,33.98
2020,3,Punjab,Patiala,25.23,38.39
2020,4,Punjab,Patiala,25.04,37.93
2020,5,Punjab,Patiala,28.59,32.12
2020,6,Punjab,Patiala,33.7,273.08
2020,7,Punjab,Patiala,33.27,197.63
2020,8,Punjab,Patiala,34.44,183.58
2020,9,Punjab,Patiala,34.28,205.89
2020,10,Punjab,Patiala,26.36,31.32
2020,11,Punjab,Patiala,31.56,34.15
2020,12,Punjab,Patiala,18.18,27.14
2020,1,Punjab,Bathinda,19.88,31.47
2020,2,Punjab,Bathinda,21.25,26.8
2020,3,Punjab,Bathinda,31.46,14.78
2020,4,Punjab,Bathinda,27.04,20.46
2020,5,Punjab,Bathinda,32.5,26.77
2020,6,Punjab,Bathinda,34.83,118.73
2020,7,Punjab,Bathinda,31.45,287.24
2020,8,Punjab,Bathinda,33.86,186.64
2020,9,Punjab,Bathinda,29.43,115.38
2020,10,Punjab,Bathinda,29.25,18.26
2020,11,Punjab,Bathinda,31.39,43.98
2020,12,Punjab,Bathinda,15.38,15.44
2020,1,Maharashtra,Pune,16.57,39.6
2020,2,Maharashtra,Pune,21.53,40.4
2020,3,Maharashtra,Pune,31.27,46.4
2020,4,Maharashtra,Pune,27.21,37.96
2020,5,Maharashtra,Pune,28.02,26.3
2020,6,Maharashtra,Pune,31.88,279.87
2020,7,Maharashtra,Pune,34.78,188.3
2020,8,Maharashtra,Pune,31.95,122.95
2020,9,Maharashtra,Pune,34.72,306.73
2020,10,Maharashtra,Pune,29.59,27.59
2020,11,Maharashtra,Pune,29.5,30.93
2020,12,Maharashtra,Pune,16.71,20.58
2020,1,Maharashtra,Nashik,16.9,32.73
2020,2,Maharashtra,Nashik,21.35,23.18
2020,3,Maharashtra,Nashik,29.48,33.9
2020,4,Maharashtra,Nashik,27.25,39.61
2020,5,Maharashtra,Nashik,31.04,21.22
2020,6,Maharashtra,Nashik,33.12,306.51
2020,7,Maharashtra,Nashik,28.33,118.29
2020,8,Maharashtra,Nashik,28.55,278.31
2020,9,Maharashtra,Nashik,29.58,233.33
2020,10,Maharashtra,Nashik,27.22,26.77
2020,11,Maharashtra,Nashik,30.38,25.51
2020,12,Maharashtra,Nashik,16.75,32.9
2020,1,Maharashtra,Nagpur,16.44,21.01
2020,2,Maharashtra,Nagpur,19.87,39.75
2020,3,Maharashtra,Nagpur,27.79,30.67
2020,4,Maharashtra,Nagpur,27.02,11.02
2020,5,Maharashtra,Nagpur,29.11,35.19
2020,6,Maharashtra,Nagpur,33.95,294.8
2020,7,Maharashtra,Nagpur,30.67,252.14
2020,8,Maharashtra,Nagpur,32.01,274.05
2020,9,Maharashtra,Nagpur,32.74,182.21
2020,10,Maharashtra,Nagpur,26.29,49.86
2020,11,Maharashtra,Nagpur,28.92,18.76
2020,12,Maharashtra,Nagpur,21.93,26.86
2020,1,Maharashtra,Aurangabad,19.11,15.99
2020,2,Maharashtra,Aurangabad,18.99,42.66
2020,3,Maharashtra,Aurangabad,27.25,22.27
2020,4,Maharashtra,Aurangabad,31.17,10.17
2020,5,Maharashtra,Aurangabad,34.48,27.9
2020,6,Maharashtra,Aurangabad,33.54,177.56
2020,7,Maharashtra,Aurangabad,32.61,186.88
2020,8,Maharashtra,Aurangabad,33.27,124.23
2020,9,Maharashtra,Aurangabad,33.04,130.43
2020,10,Maharashtra,Aurangabad,28.48,22.63
2020,11,Maharashtra,Aurangabad,26.31,13.88
2020,12,Maharashtra,Aurangabad,20.13,11.74
2020,1,Maharashtra,Satara,21.29,17.77
2020,2,Maharashtra,Satara,19.18,29.28
2020,3,Maharashtra,Satara,31.73,43.31
2020,4,Maharashtra,Satara,28.69,35.39
2020,5,Maharashtra,Satara,33.92,42.02
2020,6,Maharashtra,Satara,34.35,336.73
2020,7,Maharashtra,Satara,28.43,216.18
2020,8,Maharashtra,Satara,28.58,117.49
2020,9,Maharashtra,Satara,32.41,326.39
2020,10,Maharashtra,Satara,31.11,33.74
2020,11,Maharashtra,Satara,29.37,33.89
2020,12,Maharashtra,Satara,21.22,47.53
2021,1,Punjab,Amritsar,17.6,43.42
2021,2,Punjab,Amritsar,21.76,18.27
2021,3,Punjab,Amritsar,31.83,36.67
2021,4,Punjab,Amritsar,29.05,19.59
2021,5,Punjab,Amritsar,33.71,39.25
2021,6,Punjab,Amritsar,29.69,151.76
2021,7,Punjab,Amritsar,29.03,221.5
2021,8,Punjab,Amritsar,33.97,265.27
2021,9,Punjab,Amritsar,32.44,133.91
2021,10,Punjab,Amritsar,31.63,16.72
2021,11,Punjab,Amritsar,31.86,40.91
2021,12,Punjab,Amritsar,21.54,30.72
2021,1,Punjab,Ludhiana,20.13,49.08
2021,2,Punjab,Ludhiana,17.47,46.6
2021,3,Punjab,Ludhiana,26.69,39.19
2021,4,Punjab,Ludhiana,25.93,38.69
2021,5,Punjab,Ludhiana,28.7,25.34
2021,6,Punjab,Ludhiana,34.15,129.11
2021,7,Punjab,Ludhiana,30.46,234.04
2021,8,Punjab,Ludhiana,34.05,340.77
2021,9,Punjab,Ludhiana,29.1,203.73
2021,10,Punjab,Ludhiana,29.35,40.42
2021,11,Punjab,Ludhiana,26.33,47.62
2021,12,Punjab,Ludhiana,17.01,38.2
2021,1,Punjab,Jalandhar,15.88,29.36
2021,2,Punjab,Jalandhar,16.36,35.75
2021,3,Punjab,Jalandhar,27.08,42.24
2021,4,Punjab,Jalandhar,27.93,15.9
2021,5,Punjab,Jalandhar,30.29,38.91
2021,6,Punjab,Jalandhar,33.83,102.21
2021,7,Punjab,Jalandhar,34.21,219.4
2021,8,Punjab,Jalandhar,30.53,306.27
2021,9,Punjab,Jalandhar,28.82,313.68
2021,10,Punjab,Jalandhar,27.54,22.69
2021,11,Punjab,Jalandhar,30.8,20.08
2021,12,Punjab,Jalandhar,15.01,13.3
2021,1,Punjab,Patiala,19.8,18.43
2021,2,Punjab,Patiala,20.43,40.41
2021,3,Punjab,Patiala,27.38,36.12
2021,4,Punjab,Patiala,25.46,33.24
2021,5,Punjab,Patiala,28.6,15.43
2021,6,Punjab,Patiala,31.06,281.57
2021,7,Punjab,Patiala,28.3,244.72
2021,8,Punjab,Patiala,33.94,196.42
2021,9,Punjab,Patiala,28.33,136.68
2021,10,Punjab,Patiala,26.73,42.07
2021,11,Punjab,Patiala,30.57,18.32
2021,12,Punjab,Patiala,20.21,14.41
2021,1,Punjab,Bathinda,16.34,46.67
2021,2,Punjab,Bathinda,17.17,27.92
2021,3,Punjab,Bathinda,28.83,49.15
2021,4,Punjab,Bathinda,26.52,44.24
2021,5,Punjab,Bathinda,34.04,13.69
2021,6,Punjab,Bathinda,28.87,254.99
2021,7,Punjab,Bathinda,32.76,101.49
2021,8,Punjab,Bathinda,31.99,200.98
2021,9,Punjab,Bathinda,33.43,217.16
2021,10,Punjab,Bathinda,28.76,10.01
2021,11,Punjab,Bathinda,25.55,44.69
2021,12,Punjab,Bathinda,16.23,45.23
2021,1,Maharashtra,Pune,16.03,21.43
2021,2,Maharashtra,Pune,19.94,39.7
2021,3,Maharashtra,Pune,29.16,16.44
2021,4,Maharashtra,Pune,30.2,43.51
2021,5,Maharashtra,Pune,31.02,12.56
2021,6,Maharashtra,Pune,30.12,327.52
2021,7,Maharashtra,Pune,28.08,273.64
2021,8,Maharashtra,Pune,31.58,175.48
2021,9,Maharashtra,Pune,32.8,201.86
2021,10,Maharashtra,Pune,30.87,30.55
2021,11,Maharashtra,Pune,28.16,44.18
2021,12,Maharashtra,Pune,16.93,22.62
2021,1,Maharashtra,Nashik,20.86,20.73
2021,2,Maharashtra,Nashik,21.5,32.99
2021,3,Maharashtra,Nashik,27.84,42.18
2021,4,Maharashtra,Nashik,31.04,42.23
2021,5,Maharashtra,Nashik,32.56,19.2
2021,6,Maharashtra,Nashik,31.85,141.47
2021,7,Maharashtra,Nashik,32.57,263.81
2021,8,Maharashtra,Nashik,28.0,305.65
2021,9,Maharashtra,Nashik,29.78,192.66
2021,10,Maharashtra,Nashik,28.24,39.52
2021,11,Maharashtra,Nashik,26.51,31.75
2021,12,Maharashtra,Nashik,16.24,41.13
2021,1,Maharashtra,Nagpur,17.81,20.38
2021,2,Maharashtra,Nagpur,15.28,48.96
2021,3,Maharashtra,Nagpur,27.86,36.26
2021,4,Maharashtra,Nagpur,27.55,39.6
2021,5,Maharashtra,Nagpur,33.31,14.7
2021,6,Maharashtra,Nagpur,30.96,250.89
2021,7,Maharashtra,Nagpur,28.45,271.36
2021,8,Maharashtra,Nagpur,33.49,349.44
2021,9,Maharashtra,Nagpur,32.14,149.3
2021,10,Maharashtra,Nagpur,31.21,29.71
2021,11,Maharashtra,Nagpur,29.59,42.84
2021,12,Maharashtra,Nagpur,17.93,13.56
2021,1,Maharashtra,Aurangabad,19.11,41.48
2021,2,Maharashtra,Aurangabad,16.07,20.56
2021,3,Maharashtra,Aurangabad,29.39,24.84
2021,4,Maharashtra,Aurangabad,25.59,33.09
2021,5,Maharashtra,Aurangabad,32.03,48.06
2021,6,Maharashtra,Aurangabad,34.78,271.07
2021,7,Maharashtra,Aurangabad,30.8,349.46
2021,8,Maharashtra,Aurangabad,33.36,301.89
2021,9,Maharashtra,Aurangabad,34.13,117.64
2021,10,Maharashtra,Aurangabad,31.92,20.85
2021,11,Maharashtra,Aurangabad,30.46,25.97
2021,12,Maharashtra,Aurangabad,15.08,42.46
2021,1,Maharashtra,Satara,16.64,49.84
2021,2,Maharashtra,Satara,19.75,16.43
2021,3,Maharashtra,Satara,27.24,48.31
2021,4,Maharashtra,Satara,26.57,16.89
2021,5,Maharashtra,Satara,33.07,18.58
2021,6,Maharashtra,Satara,31.95,348.54
2021,7,Maharashtra,Satara,31.62,247.48
2021,8,Maharashtra,Satara,28.66,164.97
2021,9,Maharashtra,Satara,28.27,244.17
2021,10,Maharashtra,Satara,31.62,30.4
2021,11,Maharashtra,Satara,25.69,41.82
2021,12,Maharashtra,Satara,19.24,42.2
2022,1,Punjab,Amritsar,18.44,29.32
2022,2,Punjab,Amritsar,17.64,35.33
2022,3,Punjab,Amritsar,28.71,36.53
2022,4,Punjab,Amritsar,31.72,31.07
2022,5,Punjab,Amritsar,33.63,30.4
2022,6,Punjab,Amritsar,30.63,217.47
2022,7,Punjab,Amritsar,28.7,281.53
2022,8,Punjab,Amritsar,29.42,341.43
2022,9,Punjab,Amritsar,30.1,295.53
2022,10,Punjab,Amritsar,25.87,29.31
2022,11,Punjab,Amritsar,31.58,28.92
2022,12,Punjab,Amritsar,15.43,41.75
2022,1,Punjab,Ludhiana,20.2,32.82
2022,2,Punjab,Ludhiana,15.79,39.07
2022,3,Punjab,Ludhiana,31.8,25.17
2022,4,Punjab,Ludhiana,26.39,33.54
2022,5,Punjab,Ludhiana,31.66,17.8
2022,6,Punjab,Ludhiana,28.84,203.4
2022,7,Punjab,Ludhiana,30.27,151.87
2022,8,Punjab,Ludhiana,32.31,126.12
2022,9,Punjab,Ludhiana,31.02,325.38
2022,10,Punjab,Ludhiana,25.79,34.79
2022,11,Punjab,Ludhiana,30.39,49.39
2022,12,Punjab,Ludhiana,18.69,16.21
2022,1,Punjab,Jalandhar,16.79,21.07
2022,2,Punjab,Jalandhar,18.48,37.67
2022,3,Punjab,Jalandhar,27.69,28.02
2022,4,Punjab,Jalandhar,29.49,33.41
2022,5,Punjab,Jalandhar,34.2,31.19
2022,6,Punjab,Jalandhar,32.84,105.19
2022,7,Punjab,Jalandhar,29.75,216.21
2022,8,Punjab,Jalandhar,29.79,344.72
2022,9,Punjab,Jalandhar,30.85,250.21
2022,10,Punjab,Jalandhar,26.59,15.52
2022,11,Punjab,Jalandhar,28.52,40.44
2022,12,Punjab,Jalandhar,21.37,47.87
2022,1,Punjab,Patiala,21.06,45.65
2022,2,Punjab,Patiala,20.38,35.67
2022,3,Punjab,Patiala,25.84,26.51
2022,4,Punjab,Patiala,31.02,21.1
2022,5,Punjab,Patiala,31.47,30.27
2022,6,Punjab,Patiala,30.36,180.22
2022,7,Punjab,Patiala,28.69,302.5
2022,8,Punjab,Patiala,29.31,330.91
2022,9,Punjab,Patiala,34.41,276.82
2022,10,Punjab,Patiala,27.1,31.49
2022,11,Punjab,Patiala,29.46,20.39
2022,12,Punjab,Patiala,17.56,24.66
2022,1,Punjab,Bathinda,21.88,27.8
2022,2,Punjab,Bathinda,16.7,43.72
2022,3,Punjab,Bathinda,27.56,35.47
2022,4,Punjab,Bathinda,27.65,33.67
2022,5,Punjab,Bathinda,34.17,22.85
2022,6,Punjab,Bathinda,30.35,157.67
2022,7,Punjab,Bathinda,32.54,281.4
2022,8,Punjab,Bathinda,28.35,221.61
2022,9,Punjab,Bathinda,32.14,200.22
2022,10,Punjab,Bathinda,25.63,39.21
2022,11,Punjab,Bathinda,28.29,46.36
2022,12,Punjab,Bathinda,19.98,25.32
2022,1,Maharashtra,Pune,16.3,47.7
2022,2,Maharashtra,Pune,18.14,20.06
2022,3,Maharashtra,Pune,29.03,38.24
2022,4,Maharashtra,Pune,29.27,39.56
2022,5,Maharashtra,Pune,31.72,31.15
2022,6,Maharashtra,Pune,33.71,314.48
2022,7,Maharashtra,Pune,33.22,139.88
2022,8,Maharashtra,Pune,33.89,232.81
2022,9,Maharashtra,Pune,34.41,242.12
2022,10,Maharashtra,Pune,29.47,34.09
2022,11,Maharashtra,Pune,26.32,37.59
2022,12,Maharashtra,Pune,16.57,36.08
2022,1,Maharashtra,Nashik,19.2,27.45
2022,2,Maharashtra,Nashik,20.93,19.96
2022,3,Maharashtra,Nashik,26.08,38.38
2022,4,Maharashtra,Nashik,29.47,31.09
2022,5,Maharashtra,Nashik,29.74,10.95
2022,6,Maharashtra,Nashik,33.12,300.11
2022,7,Maharashtra,Nashik,29.97,217.44
2022,8,Maharashtra,Nashik,34.39,294.04
2022,9,Maharashtra,Nashik,31.25,106.38
2022,10,Maharashtra,Nashik,26.77,36.77
2022,11,Maharashtra,Nashik,31.78,23.21
2022,12,Maharashtra,Nashik,19.26,19.05
2022,1,Maharashtra,Nagpur,15.78,10.97
2022,2,Maharashtra,Nagpur,20.07,44.58
2022,3,Maharashtra,Nagpur,25.51,12.96
2022,4,Maharashtra,Nagpur,25.43,18.67
2022,5,Maharashtra,Nagpur,31.52,28.21
2022,6,Maharashtra,Nagpur,28.03,111.02
2022,7,Maharashtra,Nagpur,30.8,103.57
2022,8,Maharashtra,Nagpur,30.26,133.18
2022,9,Maharashtra,Nagpur,31.88,215.26
2022,10,Maharashtra,Nagpur,31.32,30.97
2022,11,Maharashtra,Nagpur,26.79,14.06
2022,12,Maharashtra,Nagpur,20.07,45.67
2022,1,Maharashtra,Aurangabad,15.08,13.53
2022,2,Maharashtra,Aurangabad,21.28,16.73
2022,3,Maharashtra,Aurangabad,27.83,26.58
2022,4,Maharashtra,Aurangabad,26.76,36.42
2022,5,Maharashtra,Aurangabad,29.86,26.6
2022,6,Maharashtra,Aurangabad,28.41,318.91
2022,7,Maharashtra,Aurangabad,29.87,277.61
2022,8,Maharashtra,Aurangabad,29.2,133.25
2022,9,Maharashtra,Aurangabad,31.49,110.92
2022,10,Maharashtra,Aurangabad,28.81,43.82
2022,11,Maharashtra,Aurangabad,26.78,11.03
2022,12,Maharashtra,Aurangabad,21.16,43.95
2022,1,Maharashtra,Satara,21.61,21.98
2022,2,Maharashtra,Satara,21.35,40.16
2022,3,Maharashtra,Satara,30.15,29.1
2022,4,Maharashtra,Satara,31.13,11.84
2022,5,Maharashtra,Satara,32.46,22.74
2022,6,Maharashtra,Satara,29.86,296.35
2022,7,Maharashtra,Satara,34.62,185.04
2022,8,Maharashtra,Satara,28.75,312.8
2022,9,Maharashtra,Satara,31.82,212.58
2022,10,Maharashtra,Satara,26.61,31.35
2022,11,Maharashtra,Satara,29.68,32.68
2022,12,Maharashtra,Satara,19.56,35.57
2023,1,Punjab,Amritsar,19.25,36.06
2023,2,Punjab,Amritsar,16.45,17.5
2023,3,Punjab,Amritsar,28.92,42.5
2023,4,Punjab,Amritsar,26.87,12.76
2023,5,Punjab,Amritsar,28.03,10.78
2023,6,Punjab,Amritsar,34.78,230.14
2023,7,Punjab,Amritsar,29.81,289.45
2023,8,Punjab,Amritsar,31.99,216.0
2023,9,Punjab,Amritsar,34.77,297.96
2023,10,Punjab,Amritsar,25.25,29.42
2023,11,Punjab,Amritsar,26.19,32.01
2023,12,Punjab,Amritsar,15.0,10.15
2023,1,Punjab,Ludhiana,20.57,28.46
2023,2,Punjab,Ludhiana,15.76,20.46
2023,3,Punjab,Ludhiana,29.91,43.89
2023,4,Punjab,Ludhiana,30.36,27.89
2023,5,Punjab,Ludhiana,29.67,13.3
2023,6,Punjab,Ludhiana,31.93,136.14
2023,7,Punjab,Ludhiana,34.05,117.66
2023,8,Punjab,Ludhiana,34.05,346.26
2023,9,Punjab,Ludhiana,28.84,206.17
2023,10,Punjab,Ludhiana,29.5,21.72
2023,11,Punjab,Ludhiana,27.4,29.68
2023,12,Punjab,Ludhiana,17.74,42.61
2023,1,Punjab,Jalandhar,16.41,44.39
2023,2,Punjab,Jalandhar,20.03,29.83
2023,3,Punjab,Jalandhar,29.14,36.2
2023,4,Punjab,Jalandhar,28.5,29.04
2023,5,Punjab,Jalandhar,32.43,25.76
2023,6,Punjab,Jalandhar,28.79,294.7
2023,7,Punjab,Jalandhar,34.45,342.5
2023,8,Punjab,Jalandhar,28.01,244.51
2023,9,Punjab,Jalandhar,33.87,299.56
2023,10,Punjab,Jalandhar,25.45,39.82
2023,11,Punjab,Jalandhar,29.08,42.59
2023,12,Punjab,Jalandhar,15.95,40.45
2023,1,Punjab,Patiala,16.37,29.36
2023,2,Punjab,Patiala,16.75,33.59
2023,3,Punjab,Patiala,26.23,18.49
2023,4,Punjab,Patiala,31.74,15.95
2023,5,Punjab,Patiala,33.55,38.46
2023,6,Punjab,Patiala,33.31,331.13
2023,7,Punjab,Patiala,28.12,166.84
2023,8,Punjab,Patiala,34.38,348.77
2023,9,Punjab,Patiala,29.23,229.03
2023,10,Punjab,Patiala,28.72,43.1
2023,11,Punjab,Patiala,25.98,36.99
2023,12,Punjab,Patiala,19.66,49.05
2023,1,Punjab,Bathinda,16.61,11.55
2023,2,Punjab,Bathinda,19.85,14.2
2023,3,Punjab,Bathinda,25.21,15.84
2023,4,Punjab,Bathinda,28.33,30.79
2023,5,Punjab,Bathinda,32.9,18.34
2023,6,Punjab,Bathinda,33.41,348.86
2023,7,Punjab,Bathinda,31.15,339.77
2023,8,Punjab,Bathinda,31.31,123.37
2023,9,Punjab,Bathinda,30.59,251.61
2023,10,Punjab,Bathinda,31.32,10.61
2023,11,Punjab,Bathinda,25.73,34.97
2023,12,Punjab,Bathinda,19.71,17.47
2023,1,Maharashtra,Pune,21.52,18.83
2023,2,Maharashtra,Pune,16.4,28.74
2023,3,Maharashtra,Pune,30.47,10.43
2023,4,Maharashtra,Pune,27.8,32.81
2023,5,Maharashtra,Pune,32.21,16.31
2023,6,Maharashtra,Pune,31.33,293.62
2023,7,Maharashtra,Pune,33.36,143.41
2023,8,Maharashtra,Pune,30.71,118.53
2023,9,Maharashtra,Pune,34.3,298.57
2023,10,Maharashtra,Pune,31.06,27.47
2023,11,Maharashtra,Pune,28.51,13.36
2023,12,Maharashtra,Pune,16.55,16.35
2023,1,Maharashtra,Nashik,15.97,12.72
2023,2,Maharashtra,Nashik,18.29,40.66
2023,3,Maharashtra,Nashik,31.31,29.13
2023,4,Maharashtra,Nashik,30.35,12.52
2023,5,Maharashtra,Nashik,34.75,22.59
2023,6,Maharashtra,Nashik,29.81,314.52
2023,7,Maharashtra,Nashik,34.21,238.17
2023,8,Maharashtra,Nashik,34.23,311.44
2023,9,Maharashtra,Nashik,31.13,159.34
2023,10,Maharashtra,Nashik,29.64,29.26
2023,11,Maharashtra,Nashik,25.46,29.95
2023,12,Maharashtra,Nashik,20.82,42.92
2023,1,Maharashtra,Nagpur,16.1,33.14
2023,2,Maharashtra,Nagpur,19.19,12.45
2023,3,Maharashtra,Nagpur,27.07,36.21
2023,4,Maharashtra,Nagpur,30.76,17.57
2023,5,Maharashtra,Nagpur,34.57,30.53
2023,6,Maharashtra,Nagpur,33.06,217.68
2023,7,Maharashtra,Nagpur,34.53,279.45
2023,8,Maharashtra,Nagpur,32.57,215.37
2023,9,Maharashtra,Nagpur,31.62,304.3
2023,10,Maharashtra,Nagpur,29.4,11.56
2023,11,Maharashtra,Nagpur,28.69,30.11
2023,12,Maharashtra,Nagpur,18.41,26.06
2023,1,Maharashtra,Aurangabad,17.14,31.81
2023,2,Maharashtra,Aurangabad,15.91,16.94
2023,3,Maharashtra,Aurangabad,31.51,24.13
2023,4,Maharashtra,Aurangabad,29.26,13.85
2023,5,Maharashtra,Aurangabad,34.49,15.18
2023,6,Maharashtra,Aurangabad,29.81,287.9
2023,7,Maharashtra,Aurangabad,33.39,337.22
2023,8,Maharashtra,Aurangabad,34.35,337.18
2023,9,Maharashtra,Aurangabad,28.18,196.82
2023,10,Maharashtra,Aurangabad,28.08,41.43
2023,11,Maharashtra,Aurangabad,26.87,45.31
2023,12,Maharashtra,Aurangabad,18.19,16.55
2023,1,Maharashtra,Satara,20.6,31.82
2023,2,Maharashtra,Satara,20.75,12.36
2023,3,Maharashtra,Satara,25.51,32.31
2023,4,Maharashtra,Satara,26.65,30.68
2023,5,Maharashtra,Satara,31.36,38.31
2023,6,Maharashtra,Satara,31.74,242.92
2023,7,Maharashtra,Satara,29.22,319.38
2023,8,Maharashtra,Satara,29.48,295.5
2023,9,Maharashtra,Satara,33.78,302.47
2023,10,Maharashtra,Satara,31.7,38.83
2023,11,Maharashtra,Satara,29.8,29.11
2023,12,Maharashtra,Satara,15.56,26.36
2024,1,Punjab,Amritsar,18.72,38.95
2024,2,Punjab,Amritsar,16.26,13.77
2024,3,Punjab,Amritsar,28.01,38.24
2024,4,Punjab,Amritsar,30.98,37.16
2024,5,Punjab,Amritsar,32.11,13.56
2024,6,Punjab,Amritsar,32.74,194.72
2024,7,Punjab,Amritsar,29.54,229.57
2024,8,Punjab,Amritsar,28.74,102.8
2024,9,Punjab,Amritsar,28.63,139.75
2024,10,Punjab,Amritsar,31.45,34.24
2024,11,Punjab,Amritsar,26.55,43.19
2024,12,Punjab,Amritsar,17.75,49.55
2024,1,Punjab,Ludhiana,18.95,33.5
2024,2,Punjab,Ludhiana,21.28,16.58
2024,3,Punjab,Ludhiana,26.25,29.03
2024,4,Punjab,Ludhiana,31.82,33.64
2024,5,Punjab,Ludhiana,29.0,25.62
2024,6,Punjab,Ludhiana,31.19,255.13
2024,7,Punjab,Ludhiana,31.2,139.75
2024,8,Punjab,Ludhiana,30.4,123.39
2024,9,Punjab,Ludhiana,34.57,300.27
2024,10,Punjab,Ludhiana,30.05,30.08
2024,11,Punjab,Ludhiana,31.98,42.79
2024,12,Punjab,Ludhiana,20.09,35.35
2024,1,Punjab,Jalandhar,20.82,48.79
2024,2,Punjab,Jalandhar,19.89,30.1
2024,3,Punjab,Jalandhar,29.74,40.35
2024,4,Punjab,Jalandhar,27.25,31.55
2024,5,Punjab,Jalandhar,33.28,48.82
2024,6,Punjab,Jalandhar,29.75,129.59
2024,7,Punjab,Jalandhar,29.56,230.21
2024,8,Punjab,Jalandhar,33.3,119.04
2024,9,Punjab,Jalandhar,34.17,277.87
2024,10,Punjab,Jalandhar,27.59,42.71
2024,11,Punjab,Jalandhar,29.52,14.73
2024,12,Punjab,Jalandhar,20.32,29.92
2024,1,Punjab,Patiala,15.62,30.59
2024,2,Punjab,Patiala,18.31,11.89
2024,3,Punjab,Patiala,27.63,33.35
2024,4,Punjab,Patiala,25.86,17.45
2024,5,Punjab,Patiala,28.4,39.26
2024,6,Punjab,Patiala,29.54,200.28
2024,7,Punjab,Patiala,30.7,100.34
2024,8,Punjab,Patiala,33.44,121.87
2024,9,Punjab,Patiala,31.45,348.59
2024,10,Punjab,Patiala,31.25,39.12
2024,11,Punjab,Patiala,26.97,20.45
2024,12,Punjab,Patiala,19.9,45.73
2024,1,Punjab,Bathinda,18.96,48.32
2024,2,Punjab,Bathinda,18.23,33.27
